"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"Код";"Имя";"Количество человек";"global_id";"Год";"Месяц";
"142";"Артемий";"29";"62366365";"2015";"февраль";
"143";"Игорь";"28";"62366366";"2015";"февраль";
"144";"Василий";"27";"62366368";"2015";"февраль";
"145";"Захар";"27";"62366369";"2015";"февраль";
"146";"Антон";"26";"62366370";"2015";"февраль";
"147";"Леонид";"26";"62366371";"2015";"февраль";
"148";"Богдан";"25";"62366372";"2015";"февраль";
"149";"Пётр";"25";"62366373";"2015";"февраль";
"150";"Даниэль";"25";"62366374";"2015";"февраль";
"151";"Платон";"25";"62366375";"2015";"февраль";
"152";"Мирон";"24";"62366376";"2015";"февраль";
"153";"Всеволод";"23";"62366377";"2015";"февраль";
"154";"Вячеслав";"22";"62366378";"2015";"февраль";
"155";"Елисей";"21";"62366379";"2015";"февраль";
"156";"Савелий";"21";"62366380";"2015";"февраль";
"157";"Артем";"20";"62366381";"2015";"февраль";
"158";"Тихон";"19";"62366382";"2015";"февраль";
"159";"Станислав";"19";"62366383";"2015";"февраль";
"160";"Умар";"19";"62366384";"2015";"февраль";
"161";"Святослав";"19";"62366385";"2015";"февраль";
"162";"Юрий";"18";"62366386";"2015";"февраль";
"163";"Лука";"18";"62366387";"2015";"февраль";
"164";"Олег";"17";"62366388";"2015";"февраль";
"165";"Артур";"17";"62366389";"2015";"февраль";
"166";"Филипп";"15";"62366390";"2015";"февраль";
"167";"Савва";"15";"62366392";"2015";"февраль";
"168";"Дамир";"15";"62366393";"2015";"февраль";
"169";"Эмиль";"14";"62366394";"2015";"февраль";
"170";"Гордей";"14";"62366395";"2015";"февраль";
"171";"Борис";"14";"62366396";"2015";"февраль";
"172";"Анатолий";"13";"62366397";"2015";"февраль";
"173";"Демид";"13";"62366398";"2015";"февраль";
"174";"Адам";"13";"62366399";"2015";"февраль";
"175";"Вадим";"13";"62366400";"2015";"февраль";
"176";"Мирослав";"12";"62366401";"2015";"февраль";
"177";"Герман";"12";"62366402";"2015";"февраль";
"178";"Мухаммад";"11";"62366403";"2015";"февраль";
"179";"Родион";"10";"62366404";"2015";"февраль";
"180";"Демьян";"10";"62366405";"2015";"февраль";
"181";"Федор";"9";"62366406";"2015";"февраль";
"182";"Ян";"9";"62366407";"2015";"февраль";
"183";"Валерий";"9";"62366408";"2015";"февраль";
"184";"Арсен";"8";"62366409";"2015";"февраль";
"185";"Самир";"8";"62366410";"2015";"февраль";
"186";"Ибрагим";"8";"62366411";"2015";"февраль";
"187";"Сулейман";"8";"62366412";"2015";"февраль";
"188";"Юсуф";"8";"62366413";"2015";"февраль";
"189";"Роберт";"8";"62366415";"2015";"февраль";
"190";"Тигран";"7";"62366416";"2015";"февраль";
"191";"Серафим";"7";"62366417";"2015";"февраль";
"192";"Саид";"7";"62366418";"2015";"февраль";
"193";"Али";"7";"62366419";"2015";"февраль";
"194";"Аркадий";"7";"62366420";"2015";"февраль";
"195";"Виталий";"7";"62366421";"2015";"февраль";
"196";"Марсель";"6";"62366422";"2015";"февраль";
"197";"Эмин";"6";"62366423";"2015";"февраль";
"198";"Эмир";"6";"62366424";"2015";"февраль";
"199";"Ахмед";"6";"62366425";"2015";"февраль";
"200";"Камиль";"5";"62366426";"2015";"февраль";
"201";"Александр";"245";"62366427";"2015";"март";
"202";"Максим";"233";"62366428";"2015";"март";
"203";"Михаил";"226";"62366429";"2015";"март";
"204";"Артём";"191";"62366430";"2015";"март";
"205";"Иван";"186";"62366431";"2015";"март";
"206";"Даниил";"183";"62366432";"2015";"март";
"207";"Кирилл";"179";"62366433";"2015";"март";
"208";"Дмитрий";"170";"62366434";"2015";"март";
"209";"Тимофей";"144";"62366435";"2015";"март";
"210";"Егор";"143";"62366436";"2015";"март";
"211";"Илья";"127";"62366437";"2015";"март";
"212";"Алексей";"124";"62366438";"2015";"март";
"213";"Андрей";"111";"62366439";"2015";"март";
"214";"Марк";"109";"62366440";"2015";"март";
"215";"Владимир";"106";"62366441";"2015";"март";
"216";"Матвей";"97";"62366442";"2015";"март";
"217";"Никита";"97";"62366443";"2015";"март";
"218";"Роман";"95";"62366444";"2015";"март";
"219";"Фёдор";"86";"62366445";"2015";"март";
"220";"Ярослав";"81";"62366446";"2015";"март";
"221";"Сергей";"78";"62366447";"2015";"март";
"222";"Георгий";"74";"62366448";"2015";"март";
"223";"Владислав";"72";"62366449";"2015";"март";
"224";"Лев";"68";"62366450";"2015";"март";
"225";"Степан";"67";"62366451";"2015";"март";
"226";"Арсений";"66";"62366452";"2015";"март";
"227";"Николай";"66";"62366453";"2015";"март";
"228";"Тимур";"65";"62366455";"2015";"март";
"229";"Семён";"61";"62366456";"2015";"март";
"230";"Константин";"60";"62366457";"2015";"март";
"231";"Григорий";"53";"62366458";"2015";"март";
"232";"Макар";"51";"62366460";"2015";"март";
"233";"Глеб";"50";"62366461";"2015";"март";
"234";"Павел";"50";"62366462";"2015";"март";
"235";"Давид";"44";"62366463";"2015";"март";
"236";"Денис";"44";"62366464";"2015";"март";
"237";"Платон";"42";"62366466";"2015";"март";
"238";"Виктор";"37";"62366467";"2015";"март";
"239";"Данила";"35";"62366468";"2015";"март";
"240";"Руслан";"34";"62366469";"2015";"март";
"241";"Пётр";"32";"62366470";"2015";"март";
"242";"Евгений";"30";"62366472";"2015";"март";
"243";"Богдан";"27";"62366473";"2015";"март";
"244";"Демид";"27";"62366474";"2015";"март";
"245";"Антон";"27";"62366475";"2015";"март";
"246";"Всеволод";"27";"62366476";"2015";"март";
"247";"Игорь";"26";"62366478";"2015";"март";
"248";"Амир";"25";"62366479";"2015";"март";
"249";"Мирон";"25";"62366480";"2015";"март";
"250";"Захар";"25";"62366481";"2015";"март";
"251";"Леонид";"24";"62366483";"2015";"март";
"252";"Вадим";"23";"62366484";"2015";"март";
"253";"Юрий";"23";"62366485";"2015";"март";
"254";"Савелий";"21";"62366486";"2015";"март";
"255";"Олег";"20";"62366487";"2015";"март";
"256";"Вячеслав";"20";"62366488";"2015";"март";
"257";"Герман";"19";"62366489";"2015";"март";
"258";"Артем";"18";"62366490";"2015";"март";
"259";"Елисей";"18";"62366491";"2015";"март";
"260";"Василий";"18";"62366492";"2015";"март";
"261";"Даниэль";"18";"62366493";"2015";"март";
"262";"Святослав";"17";"62366494";"2015";"март";
"263";"Артур";"17";"62366495";"2015";"март";
"264";"Родион";"16";"62366496";"2015";"март";
"265";"Лука";"15";"62366497";"2015";"март";
"266";"Дамир";"14";"62366499";"2015";"март";
"267";"Артемий";"14";"62366500";"2015";"март";
"268";"Борис";"14";"62366501";"2015";"март";
"269";"Савва";"13";"62366502";"2015";"март";
"270";"Данил";"12";"62366503";"2015";"март";
"271";"Ян";"12";"62366504";"2015";"март";
"272";"Валерий";"12";"62366505";"2015";"март";
"273";"Станислав";"11";"62366506";"2015";"март";
"274";"Гордей";"11";"62366507";"2015";"март";
"275";"Мухаммад";"11";"62366508";"2015";"март";
"276";"Тихон";"11";"62366509";"2015";"март";
"277";"Мирослав";"11";"62366510";"2015";"март";
"278";"Юсуф";"10";"62366511";"2015";"март";
"279";"Рустам";"10";"62366512";"2015";"март";
"280";"Анатолий";"10";"62366513";"2015";"март";
"281";"Арсен";"9";"62366514";"2015";"март";
"282";"Ростислав";"9";"62366515";"2015";"март";
"283";"Эмир";"9";"62366516";"2015";"март";
"284";"Виталий";"9";"62366517";"2015";"март";
"285";"Умар";"9";"62366518";"2015";"март";
"286";"Роберт";"9";"62366519";"2015";"март";
"287";"Серафим";"9";"62366520";"2015";"март";
"288";"Адам";"9";"62366521";"2015";"март";
"289";"Демьян";"9";"62366522";"2015";"март";
"290";"Али";"8";"62366523";"2015";"март";
"291";"Магомед";"8";"62366524";"2015";"март";
"292";"Аслан";"8";"62366526";"2015";"март";
"293";"Яромир";"8";"62366527";"2015";"март";
"294";"Петр";"8";"62366528";"2015";"март";
"295";"Марат";"8";"62366529";"2015";"март";
"296";"Филипп";"7";"62366530";"2015";"март";
"297";"Самир";"7";"62366531";"2015";"март";
"298";"Марсель";"7";"62366532";"2015";"март";
"299";"Ильяс";"7";"62366533";"2015";"март";
"300";"Федор";"7";"62366534";"2015";"март";
"301";"Александр";"297";"62366535";"2015";"апрель";
"302";"Максим";"239";"62366536";"2015";"апрель";
"303";"Михаил";"225";"62366537";"2015";"апрель";
"304";"Артём";"219";"62366538";"2015";"апрель";
"305";"Иван";"209";"62366539";"2015";"апрель";
"306";"Даниил";"190";"62366540";"2015";"апрель";
"307";"Дмитрий";"181";"62366541";"2015";"апрель";
"308";"Егор";"164";"62366542";"2015";"апрель";
"309";"Кирилл";"154";"62366543";"2015";"апрель";
"310";"Алексей";"137";"62366544";"2015";"апрель";
"311";"Андрей";"133";"62366545";"2015";"апрель";
"312";"Ярослав";"125";"62366546";"2015";"апрель";
"313";"Илья";"124";"62366547";"2015";"апрель";
"314";"Никита";"124";"62366548";"2015";"апрель";
"315";"Тимофей";"123";"62366549";"2015";"апрель";
"316";"Владимир";"117";"62366550";"2015";"апрель";
"317";"Матвей";"111";"62366551";"2015";"апрель";
"318";"Фёдор";"97";"62366552";"2015";"апрель";
"319";"Роман";"96";"62366553";"2015";"апрель";
"320";"Марк";"91";"62366554";"2015";"апрель";
"321";"Сергей";"87";"62366555";"2015";"апрель";
"322";"Георгий";"73";"62366556";"2015";"апрель";
"323";"Степан";"71";"62366557";"2015";"апрель";
"324";"Константин";"71";"62366558";"2015";"апрель";
"325";"Владислав";"70";"62366559";"2015";"апрель";
"326";"Павел";"70";"62366560";"2015";"апрель";
"327";"Лев";"66";"62366561";"2015";"апрель";
"328";"Макар";"63";"62366562";"2015";"апрель";
"329";"Тимур";"60";"62366563";"2015";"апрель";
"330";"Николай";"55";"62366564";"2015";"апрель";
"331";"Семён";"52";"62366565";"2015";"апрель";
"332";"Денис";"51";"62366566";"2015";"апрель";
"333";"Арсений";"49";"62366567";"2015";"апрель";
"334";"Давид";"45";"62366568";"2015";"апрель";
"335";"Данила";"44";"62366569";"2015";"апрель";
"336";"Глеб";"43";"62366570";"2015";"апрель";
"337";"Евгений";"39";"62366571";"2015";"апрель";
"338";"Руслан";"39";"62366572";"2015";"апрель";
"339";"Игорь";"38";"62366574";"2015";"апрель";
"340";"Григорий";"38";"62366575";"2015";"апрель";
"341";"Мирон";"38";"62366576";"2015";"апрель";
"342";"Платон";"35";"62366577";"2015";"апрель";
"343";"Савелий";"35";"62366578";"2015";"апрель";
"344";"Богдан";"34";"62366579";"2015";"апрель";
"345";"Захар";"33";"62366581";"2015";"апрель";
"346";"Пётр";"31";"62366582";"2015";"апрель";
"347";"Вадим";"31";"62366583";"2015";"апрель";
"348";"Даниэль";"30";"62366585";"2015";"апрель";
"349";"Леонид";"29";"62366586";"2015";"апрель";
"350";"Артемий";"28";"62366587";"2015";"апрель";
"351";"Виктор";"28";"62366588";"2015";"апрель";
"352";"Юрий";"26";"62366589";"2015";"апрель";
"353";"Елисей";"26";"62366590";"2015";"апрель";
"354";"Святослав";"25";"62366591";"2015";"апрель";
"355";"Филипп";"24";"62366592";"2015";"апрель";
"356";"Антон";"24";"62366593";"2015";"апрель";
"357";"Артем";"24";"62366594";"2015";"апрель";
"358";"Олег";"23";"62366595";"2015";"апрель";
"359";"Артур";"22";"62366596";"2015";"апрель";
"360";"Амир";"22";"62366597";"2015";"апрель";
"361";"Василий";"21";"62366598";"2015";"апрель";
"362";"Вячеслав";"21";"62366599";"2015";"апрель";
"363";"Тихон";"18";"62366600";"2015";"апрель";
"364";"Адам";"17";"62366601";"2015";"апрель";
"365";"Демид";"17";"62366602";"2015";"апрель";
"366";"Мухаммад";"16";"62366603";"2015";"апрель";
"367";"Дамир";"15";"62366604";"2015";"апрель";
"368";"Мирослав";"14";"62366605";"2015";"апрель";
"369";"Савва";"14";"62366607";"2015";"апрель";
"370";"Данил";"14";"62366608";"2015";"апрель";
"371";"Роберт";"14";"62366609";"2015";"апрель";
"372";"Борис";"14";"62366610";"2015";"апрель";
"373";"Станислав";"13";"62366611";"2015";"апрель";
"374";"Лука";"13";"62366612";"2015";"апрель";
"375";"Герман";"13";"62366613";"2015";"апрель";
"376";"Амин";"12";"62366614";"2015";"апрель";
"377";"Анатолий";"12";"62366615";"2015";"апрель";
"378";"Умар";"12";"62366616";"2015";"апрель";
"379";"Всеволод";"12";"62366617";"2015";"апрель";
"380";"Родион";"11";"62366618";"2015";"апрель";
"381";"Марсель";"10";"62366619";"2015";"апрель";
